,Formula,SGnumber,Magmom,Magnetic
5132,LiCoO2,156,4.0,True
3209,CdCl4,53,4.004,True
5015,MgCo4O9,7,27.971,True
3825,CrCl3,162,6.003,True
4783,CrS2,164,2.018,True
5260,FeHO2,31,10.012,True
3984,Li3Fe2F9,174,10.0,True
3986,CoTeO4,10,2.999,True
1841,Sc2F5,11,1.997,True
1471,CrI2,14,8.004,True
242,Si3Br8,1,2.017,True
2442,V2F5,1,4.999,True
5027,LiCrO2,156,2.998,True
3929,CdCN2,156,2.001,True
5201,LiFeBO4,11,7.998,True
6048,U2Te,13,3.455,True
4626,LiNiPO4,51,2.001,True
3160,CeMg2,12,1.324,True
5884,ZnMoF5,1,4.0,True
3744,CrHO2,156,3.0,True
4826,Sr2Mn2GaO7,26,13.975,True
1488,VI4,14,4.012,True
3228,CeSe2,129,1.178,True
962,V3F8,164,7.005,True
4179,Sr4As2O,123,4.062,True
5816,Pb2CO6,156,3.207,True
5290,Li5NiOF5,156,2.001,True
3734,MnCl2,164,4.999,True
3381,RbHfMg6O7,99,0.549,True
5720,ZnP2WO7,2,6.023,True
5220,MnSbS2Br,10,10.014,True
4436,AgClO2,11,4.002,True
1597,RhF4,127,6.001,True
3938,Nb2VZn2O8,13,6.009,True
5341,MnTeO4,10,5.0,True
1200,LaF,164,1.856,True
4608,YNiF5,47,2.017,True
6320,CaAs,25,0.919,True
4278,CrPS4,12,6.003,True
3170,CdClO,156,1.001,True
3159,Mn(SbS2)2,12,5.003,True
4863,Ca3Fe2Cl2O5,123,10.027,True
4717,Cr3Te4,164,10.0,True
4878,MnAs2F12,81,5.002,True
4697,VAg(PSe3)2,5,2.001,True
2919,As4C3,1,2.002,True
1465,MnBr3,12,7.999,True
2301,GaS,156,1.001,True
1658,RuI4,14,1.602,True
1843,MoF2,127,43.999,True
2884,MoO2,1,23.999,True
4628,V3Fe3(TeO8)2,1,15.004,True
2622,Mn2I7,13,18.004,True
4873,Co3TeO8,164,11.03,True
5579,LiMnO2,59,7.575,True
2485,LuN2,21,2.823,True
4217,TeMoCl7O,14,3.997,True
1758,MnCl4,14,5.999,True
6068,HgP,187,0.735,True
2888,VBr5,47,0.897,True
5020,MgBiPO6,11,4.004,True
5779,AlH4(SeO4)2,14,2.009,True
3408,Eu2ZnGe3,187,15.381,True
889,NbS2,2,0.999,True
4760,BaMn4O8,162,14.036,True
1945,VBr5,1,2.0,True
5782,VSeO4,14,4.007,True
1750,MnCl3,164,24.006,True
4689,Si3Mo,191,1.179,True
549,MoBr2,14,8.003,True
5024,NpI3,59,8.087,True
4793,BaTi4O8,162,1.999,True
2802,YbI3,147,1.013,True
4202,Sm(AlCl4)2,13,2.028,True
24,VBr4,123,0.999,True
4600,Sr2FeSO3,129,8.0,True
6032,CaN,25,2.965,True
4951,LiCrSiO4,11,6.007,True
2078,Sn3Mo,191,1.811,True
3225,ZnO2,164,2.0,True
1168,TaF3,162,1.583,True
4107,VCl2O,47,1.004,True
5327,Zn2Fe3O8,10,12.0,True
5262,CaP(HO3)2,7,6.003,True
4399,NiPS3,162,4.003,True
1993,OsCl3,162,2.0,True
4607,BaTl(NiO3)2,6,9.064,True
1686,MnI3,12,7.999,True
5300,Co(CO3)2,14,6.0,True
4559,Mo2HO6,1,0.869,True
4788,MnOF,59,8.0,True
987,B2O,156,0.609,True
3360,CuF2,14,2.0,True
4330,VF4,14,1.997,True
3600,MoCl3,12,1.998,True
2215,Cr3O8,2,2.014,True
2742,AuO2,47,0.982,True
5462,Co(ClO4)2,147,3.003,True
4498,Fe(CoO3)2,12,5.989,True
6277,LiN3,10,2.022,True
3842,Co2Te3O8,5,6.0,True
6330,Ba5Ce,8,0.773,True
5487,V(CO3)2,147,0.999,True
5854,GdBr,164,15.658,True
5877,Mo3Se2ClO8,4,18.023,True
31,MoBr3,12,6.003,True
2836,TlSb,127,2.004,True
3538,VCl3,162,4.002,True
4518,CaCr4O9,85,15.999,True
4410,Mn2CoO6,12,7.002,True
976,AlBi,187,3.832,True
4462,Mn(IO3)2,4,10.017,True
4459,LiMnPO4,51,10.021,True
4035,V2Re2O11,1,1.994,True
2406,MoPb3,191,3.076,True
5880,Li2CrP4O13,2,4.001,True
302,Tc2Cl5,13,3.44,True
4881,Li2CuF5,10,1.999,True
3880,Mn(CoO3)2,162,12.847,True
3869,Ba2Mn3O8,123,9.02,True
5323,CrSb(PO4)2,11,6.007,True
3569,CuHOF,14,3.999,True
4908,Co3NiO8,164,3.0,True
92,RhI2,164,1.005,True
6313,NaC2,99,1.001,True
1350,NbBr4,14,4.0,True
